Employe_num,full_name,gender,location_id,jobtitle_id,age,age_group,lengthservice_year,absent_hour
446,Arthur Webb,Male,loc228,jbt5,60,60's,2,124
447,Lorine Hallock,Female,loc236,jbt5,45,40's,4,104
448,Cecelia Knight,Female,loc82,jbt5,23,20's,6,0
449,Renee Archer,Female,loc232,jbt40,39,30's,21,88
450,Richard Doris,Male,loc232,jbt40,52,50's,7,77
451,Melissa Tobey,Female,loc5,jbt8,35,30's,6,0
452,Rosemary Sheffield,Female,loc148,jbt8,46,40's,5,129
453,Leslie Rose,Male,loc187,jbt5,62,60's,3,84
454,Susan Davis,Female,loc214,jbt5,45,40's,5,82
455,Thomas Buda,Male,loc134,jbt5,34,30's,4,22
456,Melinda Haveman,Female,loc143,jbt8,38,30's,4,53
457,Shannon Jones,Male,loc43,jbt8,58,50's,7,113
458,Patricia Hockman,Female,loc148,jbt8,42,40's,8,96
459,Lakeisha Hall,Female,loc232,jbt40,56,50's,4,93
460,Latonya Muir,Female,loc33,jbt8,33,30's,4,31
461,Paul Foster,Male,loc232,jbt43,32,30's,14,33
462,Ana Coleman,Female,loc168,jbt5,52,50's,5,164
463,Zoraida King,Female,loc232,jbt43,39,30's,11,68
464,Brenda Traylor,Female,loc31,jbt5,51,50's,7,74
465,Kevin Clark,Male,loc215,jbt5,29,20's,5,0
466,Chris Camp,Male,loc232,jbt43,42,40's,9,67
467,Thomas Quesada,Male,loc242,jbt8,62,60's,2,156
468,Cathy Smith,Female,loc147,jbt8,64,60's,4,142
469,Ray Willis,Male,loc232,jbt43,37,30's,1,0
470,Jeannette Lyons,Female,loc1,jbt8,36,30's,4,0
471,Larry Keith,Male,loc232,jbt43,52,50's,6,80
472,Gerald Morales,Male,loc112,jbt8,38,30's,5,9
473,Mike Jimenez,Male,loc232,jbt44,49,40's,7,90
474,William Nusbaum,Male,loc113,jbt5,31,30's,7,25
475,Hildred Calcote,Female,loc247,jbt8,44,40's,5,99
476,Erica Alvarado,Female,loc109,jbt8,28,20's,3,0
477,Gertrude Chang,Female,loc232,jbt44,52,50's,13,30
478,Gracie Williams,Female,loc236,jbt5,24,20's,2,10
479,Carey Bull,Male,loc59,jbt8,40,40's,3,70
480,Henry Robbins,Male,loc232,jbt44,55,50's,19,0
481,Jennifer Fernandez,Female,loc215,jbt5,31,30's,4,23
482,Danielle Spinks,Female,loc221,jbt5,50,50's,6,118
483,James Roos,Male,loc232,jbt44,55,50's,36,50
484,Raymond Vanleuven,Male,loc125,jbt5,38,30's,3,11
485,Jason Pettiford,Male,loc215,jbt5,28,20's,2,0
486,Elizabeth Grimes,Female,loc17,jbt8,35,30's,2,37
487,Nicholas Smith,Male,loc125,jbt5,35,30's,6,0
488,Steven Mays,Male,loc160,jbt5,27,20's,5,0
489,Winston Phillips,Male,loc3,jbt5,35,30's,4,37
490,Michael Bertrand,Male,loc236,jbt5,49,40's,4,100
491,Shane Lorenz,Male,loc232,jbt44,53,50's,4,106
492,Carl Felix,Male,loc232,jbt44,49,40's,31,0
493,Anna Green,Female,loc148,jbt8,41,40's,3,67
494,Phillip Nevitt,Male,loc61,jbt5,53,50's,5,129
495,Martha Troup,Female,loc31,jbt5,39,30's,4,76
496,Eric Ross,Male,loc215,jbt5,35,30's,5,48
497,Jerry Farley,Male,loc249,jbt5,41,40's,6,52
498,Katherine Moore,Female,loc232,jbt44,51,50's,12,84
499,Viviana Sheppard,Female,loc232,jbt44,41,40's,10,57
500,Peggy Brown,Female,loc81,jbt8,30,30's,2,31
501,Danielle Davis,Female,loc130,jbt8,42,40's,6,53
502,Stephanie Leblanc,Female,loc232,jbt44,48,40's,27,0
503,Stella Burton,Female,loc148,jbt8,46,40's,3,81
504,David Kelley,Male,loc31,jbt5,45,40's,6,44
505,Karen Ernst,Female,loc179,jbt8,66,60's,4,169
506,Paul Callahan,Male,loc247,jbt8,40,40's,4,79
507,Geneva Head,Female,loc5,jbt8,43,40's,2,71
508,Joy Barr,Female,loc35,jbt5,51,50's,3,123
509,Janet Alexis,Female,loc99,jbt5,27,20's,3,0
510,Gayle Boyd,Female,loc81,jbt8,42,40's,6,83
511,Margaret Ogle,Female,loc31,jbt5,25,20's,4,45
512,Barbara Soria,Female,loc112,jbt8,38,30's,5,69
513,Tim McMaster,Male,loc250,jbt8,44,40's,2,26
514,Nick Hardy,Male,loc152,jbt8,41,40's,4,50
515,Stacey Devaney,Female,loc232,jbt44,41,40's,22,45
516,Jackie Patterson,Female,loc232,jbt5,56,50's,3,133
517,Julie Lucas,Female,loc232,jbt5,46,40's,4,96
518,Walter Wilson,Male,loc232,jbt5,41,40's,8,52
519,Kelly Bains,Male,loc87,jbt8,39,30's,4,44
520,Andrea Hall,Female,loc112,jbt8,40,40's,5,95
521,Julio Baker,Male,loc232,jbt5,25,20's,6,0
522,Joseph Tart,Male,loc23,jbt5,37,30's,5,13
523,Michele Koopman,Female,loc148,jbt8,33,30's,2,52
524,Virginia Jones,Female,loc236,jbt8,61,60's,3,149
525,Kim Lawson,Female,loc232,jbt5,33,30's,4,86
526,Joseph Jones,Male,loc232,jbt5,36,30's,3,45
527,Patricia Archer,Female,loc229,jbt5,43,40's,1,102
528,Nathan Morgan,Male,loc31,jbt5,48,40's,5,74
529,Mary Tidwell,Female,loc114,jbt5,22,20's,2,0
530,Jessica Dominguez,Female,loc114,jbt5,37,30's,4,45
531,Leon Conley,Male,loc232,jbt5,31,30's,4,5
532,Andrea Shields,Female,loc232,jbt5,41,40's,3,88
533,Roger Higgins,Male,loc221,jbt5,44,40's,4,62
534,Linda Payne,Female,loc232,jbt5,25,20's,4,0
535,Julius Baughman,Male,loc31,jbt5,41,40's,5,63
536,Clyde Beerman,Male,loc46,jbt8,39,30's,3,13
537,Viola Sandoval,Female,loc232,jbt5,49,40's,4,127
538,Ione Hernandez,Female,loc179,jbt8,48,40's,1,107
539,Cassandra Graham,Female,loc244,jbt5,32,30's,2,25
540,Kelly Fitts,Female,loc232,jbt5,21,20's,4,0
541,Jean Gross,Female,loc38,jbt8,37,30's,2,45
542,Ronald Ward,Male,loc232,jbt5,40,40's,4,20
543,George Jones,Male,loc235,jbt8,38,30's,1,50
544,Shelly Raines,Female,loc243,jbt5,46,40's,3,109
545,Terry Gardner,Male,loc232,jbt5,41,40's,5,56
546,Margaret Trejo,Female,loc232,jbt5,45,40's,4,111
547,Richard Faber,Male,loc146,jbt5,47,40's,3,76
548,Jason Happel,Male,loc236,jbt8,43,40's,4,41
549,Steven Jankowski,Male,loc232,jbt5,46,40's,4,50
550,Daniel Little,Male,loc187,jbt5,46,40's,4,70
551,Ernest Hoskins,Male,loc152,jbt8,45,40's,3,79
552,Kimberly Englehart,Female,loc112,jbt8,38,30's,4,106
553,Paul Miller,Male,loc147,jbt8,39,30's,6,42
554,Linda Thompson,Female,loc232,jbt5,37,30's,3,0
555,Alvin Eastridge,Male,loc236,jbt8,54,50's,5,92
556,April Foster,Female,loc232,jbt5,51,50's,4,107
557,Claire Zwilling,Female,loc1,jbt8,49,40's,2,69
558,Joan Neilsen,Male,loc147,jbt8,45,40's,5,23
559,Gertrude Hambrick,Female,loc113,jbt8,44,40's,3,100
560,Clara Talbert,Female,loc169,jbt5,34,30's,6,66
561,Bobby Reynolds,Male,loc31,jbt5,43,40's,5,87
562,Maggie Glowacki,Female,loc236,jbt8,53,50's,5,151
563,Caroline Jernigan,Female,loc148,jbt8,46,40's,5,33
564,Anthony Seitz,Male,loc232,jbt5,37,30's,5,55
565,Sean Dotson,Male,loc35,jbt5,49,40's,4,132
566,Thelma White,Female,loc232,jbt5,35,30's,5,39
567,Connie Higbee,Female,loc114,jbt5,72,70's,3,198
568,Ted Spencer,Male,loc215,jbt5,56,50's,1,148
569,Ken Tucker,Male,loc232,jbt5,37,30's,5,0
570,Wm Westling,Male,loc46,jbt8,32,30's,4,0
571,Demetrius Carroll,Male,loc203,jbt8,31,30's,4,56
572,Rodger Wood,Male,loc232,jbt5,55,50's,7,82
573,Marguerite Hand,Female,loc152,jbt8,37,30's,2,29
574,Patricia Wilson,Female,loc35,jbt5,28,20's,3,37
575,Norman Chan,Male,loc230,jbt8,48,40's,4,64
576,Grace Wainwright,Female,loc1,jbt8,48,40's,5,84
577,Pamela Stevenson,Female,loc232,jbt5,46,40's,3,120
578,Jim Flores,Male,loc125,jbt5,39,30's,4,12
579,Deborah Campbell,Female,loc148,jbt8,39,30's,3,0
580,Aileen Bunker,Female,loc46,jbt8,36,30's,2,25
581,George Dumas,Male,loc236,jbt8,40,40's,6,2
582,Winnie Allen,Female,loc148,jbt8,48,40's,3,77
583,Dawn Tarbox,Female,loc232,jbt5,47,40's,6,143
584,Andrea Snow,Female,loc232,jbt5,46,40's,3,129
585,Willie Gregg,Female,loc232,jbt5,54,50's,3,119
586,Maurice Anderson,Male,loc232,jbt5,41,40's,3,27
587,Todd Durbin,Male,loc232,jbt5,37,30's,4,70
588,Kara Cristobal,Female,loc236,jbt8,55,50's,4,129
589,Angeline Burleson,Female,loc232,jbt5,43,40's,1,89
590,Shani Bowles,Female,loc67,jbt5,34,30's,4,8
591,Melanie Shaver,Female,loc31,jbt5,58,50's,4,166
592,Beth Arvizu,Female,loc236,jbt8,31,30's,7,3
593,Clarence Wright,Male,loc46,jbt8,44,40's,7,17
594,Claribel Ehrlich,Female,loc232,jbt5,28,20's,5,0
595,Salome Archer,Female,loc36,jbt8,42,40's,5,70
596,Louis White,Male,loc223,jbt5,42,40's,6,49
597,Kristen Collins,Female,loc170,jbt5,45,40's,6,92
598,Martha Farley,Female,loc52,jbt8,42,40's,6,52
599,Lonnie Cadle,Male,loc184,jbt5,45,40's,5,31
600,Lorraine Bellino,Female,loc232,jbt5,28,20's,6,0
601,Stephanie Jung,Female,loc232,jbt5,42,40's,3,64
602,Beverly Owen,Female,loc92,jbt8,50,50's,5,94
603,John Murphy,Male,loc114,jbt8,44,40's,4,77
604,Luis Adams,Male,loc229,jbt8,35,30's,4,40
605,Ray Pullen,Male,loc187,jbt8,21,20's,4,0
606,Delores Roberts,Female,loc166,jbt8,38,30's,4,73
607,Ruth Thrift,Female,loc1,jbt8,40,40's,3,79
608,Philip Engler,Male,loc232,jbt5,37,30's,2,55
609,Irene Budde,Female,loc236,jbt8,47,40's,3,149
610,Creola Winstead,Female,loc1,jbt8,42,40's,6,62
611,Carl Wilson,Male,loc232,jbt5,50,50's,4,61
612,Maria Birch,Female,loc152,jbt8,41,40's,1,110
613,Aaron McCormick,Male,loc236,jbt8,39,30's,3,23
614,John Jones,Male,loc57,jbt8,53,50's,7,50
615,John Freed,Male,loc232,jbt5,36,30's,1,10
616,Andrea Hunt,Female,loc232,jbt5,45,40's,5,43
617,David Dunn,Male,loc232,jbt5,47,40's,3,24
618,Michael Short,Male,loc236,jbt8,44,40's,4,39
619,Bill Bechtel,Male,loc31,jbt5,46,40's,5,107
620,Harley Hill,Male,loc148,jbt8,55,50's,3,83
621,Jimmy Washington,Male,loc136,jbt8,59,50's,4,119
622,Martha Clune,Female,loc236,jbt8,46,40's,4,67
623,Mathew Cole,Male,loc62,jbt35,46,40's,1,94
624,Nathaniel Benedetto,Male,loc232,jbt5,44,40's,4,47
625,Donald Baldwin,Male,loc14,jbt8,39,30's,6,90
626,Patrick Whitham,Male,loc232,jbt5,35,30's,5,27
627,Thomas Jensen,Male,loc232,jbt5,44,40's,6,13
628,Annie Ratliff,Female,loc44,jbt8,40,40's,4,14
629,Allan Cole,Male,loc114,jbt8,36,30's,5,23
630,Marjorie Brown,Female,loc57,jbt8,45,40's,0,98
631,Kevin Smith,Male,loc166,jbt8,63,60's,5,98
632,Carl Bounds,Male,loc79,jbt5,45,40's,2,72
633,Paula Long,Female,loc170,jbt5,32,30's,6,3
634,Gina Brennan,Female,loc31,jbt8,40,40's,3,71
635,Louis Ebert,Male,loc67,jbt8,25,20's,5,0
636,Mozella Leclerc,Female,loc215,jbt8,56,50's,1,125
637,Joshua Olsen,Male,loc221,jbt8,51,50's,4,73
638,Bill Peterson,Male,loc232,jbt5,40,40's,6,40
639,Todd Allain,Male,loc146,jbt5,47,40's,4,73
640,Jesus Holmgren,Male,loc232,jbt5,56,50's,5,148
641,Kathleen Williamson,Female,loc168,jbt8,50,50's,3,107
642,Arthur Burgett,Male,loc114,jbt8,33,30's,4,0
643,John Markle,Male,loc243,jbt8,45,40's,5,37
644,Juliet Roselli,Female,loc33,jbt8,50,50's,6,138
645,Rebecca Wroblewski,Female,loc187,jbt8,57,50's,3,179
646,Robert Sanchez,Male,loc221,jbt8,27,20's,4,0
647,Ollie Perez,Female,loc148,jbt8,50,50's,4,136
648,Frank Cox,Male,loc57,jbt8,44,40's,5,53
649,Derrick Robinson,Male,loc236,jbt8,39,30's,5,51
650,Teresa Sims,Female,loc232,jbt5,33,30's,4,6
651,Carman Brown,Female,loc96,jbt8,58,50's,7,169
652,Doris Thompson,Female,loc232,jbt5,45,40's,6,89
653,Helen Bailey,Female,loc232,jbt5,62,60's,2,228
654,Amanda Foster,Female,loc170,jbt8,41,40's,5,57
655,Lula Edison,Female,loc79,jbt5,30,30's,5,0
656,Trinidad Thorpe,Male,loc125,jbt5,40,40's,6,54
657,Darlene Hernandez,Female,loc242,jbt8,47,40's,3,70
658,Derrick Reynolds,Male,loc152,jbt8,43,40's,1,46
659,Mark Walters,Male,loc49,jbt8,31,30's,3,2
660,Cristen Dixon,Female,loc214,jbt8,56,50's,2,152
661,Diana Saucedo,Female,loc215,jbt8,32,30's,7,0
662,James Dion,Male,loc236,jbt8,48,40's,4,115
663,Bessie Beadles,Female,loc207,jbt8,26,20's,4,0
664,Josephine Brown,Female,loc147,jbt8,25,20's,2,0
665,James Pritchett,Male,loc114,jbt8,54,50's,4,80
666,David Poirier,Male,loc31,jbt8,51,50's,5,28
667,Jonathan Carroll,Male,loc158,jbt8,47,40's,2,78
668,Barry Arroyo,Male,loc232,jbt5,33,30's,4,0
669,Alvin Huber,Male,loc148,jbt8,33,30's,6,0
670,Nancy McFarland,Female,loc232,jbt5,43,40's,2,67
671,Clara Snell,Female,loc148,jbt8,34,30's,4,48
672,Debra Bowser,Female,loc35,jbt8,43,40's,5,75
673,Frances Sheehan,Female,loc179,jbt8,43,40's,2,120
674,Norma Olszewski,Female,loc232,jbt5,51,50's,7,106
675,Gilberto Little,Male,loc1,jbt8,46,40's,3,76
676,Rebecca Wood,Female,loc148,jbt8,58,50's,2,119
677,Pedro Bierman,Male,loc35,jbt8,55,50's,5,128
678,Christopher Coleman,Male,loc31,jbt8,53,50's,5,78
679,Dean Gamez,Male,loc97,jbt8,50,50's,3,73
680,Lisa Herrera,Female,loc215,jbt8,46,40's,6,82
681,Juanita McLain,Female,loc232,jbt5,32,30's,5,25
682,Johanna Stevens,Female,loc235,jbt8,42,40's,5,46
683,Kimberly Grady,Female,loc35,jbt8,47,40's,2,125
684,Jason Ryan,Male,loc152,jbt8,57,50's,5,132
685,Loren Nott,Male,loc85,jbt8,61,60's,6,146
686,Jennette Wills,Female,loc236,jbt8,30,30's,6,36
687,Jean Barbee,Female,loc236,jbt8,32,30's,6,11
688,Marguerite Jackson,Female,loc236,jbt8,32,30's,5,24
689,Mary Kenyon,Female,loc54,jbt8,49,40's,9,147
690,James Richardson,Male,loc148,jbt8,40,40's,3,55
691,Kristopher Heck,Male,loc236,jbt8,22,20's,4,0
692,Alvin Williams,Male,loc115,jbt8,44,40's,6,53
693,Shirley Smith,Female,loc1,jbt8,43,40's,3,95
694,Debra Shepherd,Female,loc31,jbt8,41,40's,4,49
695,Missy Robbins,Female,loc187,jbt8,48,40's,5,102
696,Wesley Kisner,Male,loc215,jbt8,36,30's,2,48
697,Irena Lucas,Female,loc4,jbt8,67,60's,2,203
698,Jared Stephens,Male,loc5,jbt8,44,40's,4,69
699,Brandon Andre,Male,loc243,jbt8,38,30's,5,84
700,Reva Hurt,Female,loc80,jbt8,49,40's,3,147
701,Hilton Ladd,Male,loc5,jbt8,53,50's,2,31
702,Stephanie Clark,Female,loc167,jbt5,41,40's,2,80
703,Matthew Barber,Male,loc99,jbt5,38,30's,3,10
704,Zola Frank,Female,loc232,jbt5,38,30's,2,105
705,Irving Remington,Male,loc203,jbt8,49,40's,6,102
706,Shelby Shepherd,Male,loc148,jbt8,47,40's,6,133
707,Missy Estrada,Female,loc236,jbt8,63,60's,4,180
708,Britt Earl,Male,loc232,jbt5,47,40's,5,70
709,Billie Robles,Female,loc236,jbt8,28,20's,6,0
710,Jonathan Blackwell,Male,loc232,jbt5,48,40's,8,108
711,Letha Baker,Female,loc187,jbt8,51,50's,6,111
712,Martin Gonzalez,Male,loc31,jbt8,43,40's,3,41
713,Bradley Baldwin,Male,loc232,jbt5,50,50's,1,81
714,Robert Carrington,Male,loc148,jbt8,60,60's,5,153
715,Janis Matthews,Female,loc235,jbt8,55,50's,2,120
716,Gloria Quezada,Female,loc125,jbt5,39,30's,5,38
717,Peggy Brown,Female,loc187,jbt8,34,30's,8,79
718,Trina Fox,Female,loc236,jbt8,36,30's,4,61
719,Isabel Fowler,Female,loc215,jbt8,38,30's,4,54
720,Wm Meurer,Male,loc123,jbt8,49,40's,3,26
721,Alecia Laster,Female,loc31,jbt8,48,40's,6,134
722,Mechelle Malone,Female,loc148,jbt8,56,50's,4,199
723,Joan Nall,Female,loc236,jbt8,40,40's,5,64
724,Jessica Willoughby,Female,loc54,jbt8,59,50's,6,164
725,Nancy Ganz,Female,loc232,jbt5,39,30's,4,54
726,William Watts,Male,loc215,jbt8,44,40's,5,23
727,Douglas Jenkins,Male,loc232,jbt5,41,40's,3,31
728,Vickie Flores,Female,loc215,jbt8,53,50's,5,85
729,James Range,Male,loc232,jbt5,20,20's,7,0
730,Leslie Moore,Male,loc200,jbt8,45,40's,5,74
731,Crystal Erlandson,Female,loc187,jbt8,53,50's,6,137
732,Peggy Edmonds,Female,loc236,jbt8,44,40's,6,90
733,Emily Byers,Female,loc187,jbt8,46,40's,3,93
734,David Poole,Male,loc114,jbt8,41,40's,5,20
735,William Watson,Male,loc236,jbt8,46,40's,4,3
736,Christopher Craig,Male,loc232,jbt5,44,40's,4,47
737,James Plummer,Male,loc232,jbt5,52,50's,4,41
738,Jamie Patterson,Female,loc213,jbt8,32,30's,3,0
739,Valerie Bennett,Female,loc46,jbt8,38,30's,6,82
740,Sandra Fuller,Female,loc31,jbt8,37,30's,5,22
741,Dorian Eastman,Male,loc232,jbt5,53,50's,0,144
742,Daniel Adamson,Male,loc244,jbt5,51,50's,4,82
743,Tim Walker,Male,loc4,jbt8,43,40's,4,64
744,Gerardo Patterson,Male,loc232,jbt5,44,40's,6,94
745,Ann Huck,Female,loc1,jbt8,41,40's,3,90
746,Linda Ruby,Female,loc88,jbt8,42,40's,7,72
747,Horace Joseph,Male,loc243,jbt8,50,50's,4,98
748,Edna Quezada,Female,loc214,jbt8,43,40's,5,52
749,Spencer Taylor,Male,loc232,jbt5,49,40's,5,89
750,Helen Liberatore,Female,loc78,jbt5,29,20's,3,22
751,Isabelle Williams,Female,loc236,jbt8,50,50's,5,173
752,Tom Wilburn,Male,loc168,jbt8,29,20's,5,0
753,Daniel Myers,Male,loc232,jbt5,29,20's,5,1
754,Eric Clark,Male,loc236,jbt8,44,40's,5,89
755,Stephanie Grier,Female,loc239,jbt8,44,40's,5,72
756,Sandra Lopez,Female,loc232,jbt5,39,30's,4,97
757,Bertha Fugate,Female,loc112,jbt8,60,60's,3,165
758,Robert Hoover,Male,loc236,jbt8,41,40's,3,12
759,Chris Cockrum,Male,loc110,jbt8,37,30's,3,16
760,Allan Salazar,Male,loc146,jbt8,44,40's,4,92
761,Toney Arsenault,Male,loc79,jbt8,41,40's,2,47
762,Nathan Bergan,Male,loc192,jbt8,50,50's,4,51
763,Jennifer Nelson,Female,loc67,jbt8,36,30's,3,82
764,Anthony Anderson,Male,loc215,jbt8,49,40's,3,45
765,Dessie Swain,Female,loc183,jbt8,20,20's,4,0
766,Ernest Fitz,Male,loc31,jbt8,32,30's,5,15
767,Ashley Reyes,Female,loc215,jbt8,67,60's,5,184
768,Wallace Duran,Male,loc232,jbt5,46,40's,3,110
769,Paul Whittaker,Male,loc159,jbt8,45,40's,1,119
770,Joel Brown,Male,loc125,jbt5,42,40's,3,41
771,Tracy Banks,Male,loc236,jbt8,34,30's,3,33
772,Hans Zeigler,Male,loc232,jbt5,42,40's,5,73
773,Floyd White,Male,loc128,jbt8,35,30's,2,7
774,Angela Niles,Female,loc232,jbt5,37,30's,6,0
775,Jennifer Rocha,Female,loc125,jbt8,42,40's,4,29
776,Donald Glass,Male,loc236,jbt8,53,50's,1,84
777,Geraldine Holl,Female,loc92,jbt8,49,40's,4,116
778,Eugene Garcia,Male,loc195,jbt8,47,40's,2,91
779,Don Ramsay,Male,loc58,jbt8,48,40's,5,56
780,Heather Sligh,Female,loc236,jbt8,43,40's,1,49
781,Brian Gibson,Male,loc192,jbt8,58,50's,6,149
782,Renate Cohen,Female,loc159,jbt8,53,50's,5,140
783,Mary Cooper,Female,loc235,jbt8,46,40's,4,46
784,Elizebeth Henley,Female,loc148,jbt8,41,40's,4,81
785,Bessie Dade,Female,loc1,jbt8,40,40's,6,0
786,Daniel Bergman,Male,loc232,jbt5,26,20's,5,0
787,Alex Carter,Male,loc170,jbt8,49,40's,5,73
788,Elsie Sampson,Female,loc232,jbt5,33,30's,6,22
789,Linda Drummond,Female,loc87,jbt8,56,50's,5,205
790,Kimberly Macias,Female,loc121,jbt8,49,40's,4,122
791,Rolando Bergeron,Male,loc125,jbt8,47,40's,4,74
792,William Starnes,Male,loc232,jbt5,31,30's,2,0
793,Larry Ames,Male,loc170,jbt8,45,40's,3,95
794,Brian Rodriquez,Male,loc31,jbt8,42,40's,4,48
795,Margarett Graham,Female,loc41,jbt8,50,50's,2,141
796,William Mysliwiec,Male,loc232,jbt5,39,30's,4,91
797,Roy Bischoff,Male,loc125,jbt8,34,30's,5,26
798,Phillip Sharp,Male,loc112,jbt8,53,50's,4,102
799,Melissa Gasser,Female,loc232,jbt5,26,20's,4,0
800,David Ward,Male,loc65,jbt8,41,40's,4,44
801,Kristy Dorsey,Female,loc125,jbt8,33,30's,2,0
802,Bill Neri,Male,loc85,jbt8,60,60's,4,155
803,John Young,Male,loc215,jbt8,35,30's,5,0
804,Pauline Patterson,Female,loc31,jbt8,40,40's,4,70
805,Dustin Manges,Male,loc1,jbt15,47,40's,4,54
806,Anthony Gladney,Male,loc232,jbt5,56,50's,5,107
807,Madonna Inman,Female,loc236,jbt8,39,30's,6,5
808,Brittany Katz,Female,loc254,jbt8,42,40's,4,81
809,Wade England,Male,loc232,jbt5,54,50's,3,107
810,Linda Coley,Female,loc187,jbt8,38,30's,2,35
811,Amy Fitzmaurice,Female,loc232,jbt5,48,40's,2,106
812,Peter Rasnick,Male,loc1,jbt15,59,50's,3,161
813,Joyce Ramirez,Female,loc68,jbt8,34,30's,4,25
814,Patricia James,Female,loc31,jbt8,44,40's,2,117
815,Henry Davis,Male,loc215,jbt8,32,30's,4,0
816,Jay McLendon,Male,loc114,jbt8,49,40's,3,53
817,Ramon Bowman,Male,loc220,jbt8,46,40's,5,90
818,James Beltran,Male,loc146,jbt8,34,30's,5,6
819,Terry Israel,Male,loc152,jbt15,52,50's,4,96
820,Starla Miller,Female,loc112,jbt8,49,40's,5,59
821,Robert Young,Male,loc82,jbt8,53,50's,3,52
822,Linda Perkins,Female,loc148,jbt5,33,30's,3,0
823,William Mahon,Male,loc168,jbt8,43,40's,5,112
824,Allen Stricklin,Male,loc112,jbt8,33,30's,5,12
825,Jill Toller,Female,loc236,jbt8,30,30's,5,0
826,Maria Williams,Female,loc46,jbt8,58,50's,5,130
827,John Erickson,Male,loc232,jbt5,42,40's,6,13
828,Jane Woodard,Female,loc142,jbt8,39,30's,5,50
829,James Brown,Male,loc213,jbt8,54,50's,4,116
830,Dennis Berge,Male,loc232,jbt5,42,40's,5,71
831,Tamra Braun,Female,loc84,jbt8,35,30's,3,0
832,Edna McHenry,Female,loc85,jbt8,37,30's,4,66
833,Thelma Scott,Female,loc148,jbt8,40,40's,4,50
834,Sylvester Alexander,Male,loc125,jbt8,30,30's,5,38
835,Jason Humes,Male,loc56,jbt8,46,40's,3,65
836,Burt Erickson,Male,loc232,jbt5,40,40's,4,23
837,Gregory Sickles,Male,loc146,jbt8,41,40's,4,19
838,Beverly Herring,Female,loc236,jbt8,35,30's,6,53
839,Cathy Bessler,Female,loc192,jbt8,41,40's,7,59
840,Marshall Chapman,Male,loc214,jbt8,34,30's,4,11
841,David Rouleau,Male,loc130,jbt8,23,20's,2,0
842,Wendy Minter,Female,loc1,jbt15,37,30's,7,2
843,Julie Lovin,Female,loc236,jbt8,48,40's,4,105
844,Shelley Maya,Female,loc232,jbt5,58,50's,2,196
845,Julianna Obrien,Female,loc232,jbt5,45,40's,4,65
846,Harold McElhannon,Male,loc233,jbt8,49,40's,4,77
847,Barbara Braun,Female,loc178,jbt8,54,50's,3,163
848,Arie Morales,Female,loc164,jbt8,28,20's,5,0
849,Edith Pardo,Female,loc195,jbt15,41,40's,5,123
850,Daniel Sullivan,Male,loc148,jbt8,40,40's,3,36
851,Lucille Wilson,Female,loc154,jbt8,51,50's,6,102
852,Corey Rutledge,Male,loc114,jbt8,36,30's,6,10
853,Robert Thompson,Male,loc166,jbt8,45,40's,6,12
854,Ismael Schilling,Male,loc232,jbt5,43,40's,5,58
855,Nikole Hunt,Female,loc44,jbt8,43,40's,2,29
856,William Cohen,Male,loc56,jbt8,51,50's,5,89
857,Deloris Silvers,Female,loc236,jbt8,53,50's,2,122
858,Amanda Meyer,Female,loc148,jbt8,33,30's,6,21
859,Beverly Bowers,Female,loc148,jbt8,34,30's,3,0
860,Mary Luther,Female,loc221,jbt8,50,50's,3,184
861,Charles Vice,Male,loc148,jbt8,46,40's,6,113
862,Kerry Scott,Female,loc232,jbt5,50,50's,2,122
863,Andres Dyer,Male,loc236,jbt8,53,50's,6,54
864,James Lemire,Male,loc180,jbt8,54,50's,4,98
865,Shaniqua Strickler,Female,loc226,jbt8,51,50's,4,154
866,Walter Allen,Male,loc114,jbt8,34,30's,3,30
867,William Alonzo,Male,loc148,jbt8,23,20's,4,0
868,Gina Hammack,Female,loc232,jbt5,48,40's,2,86
869,Joseph Eilers,Male,loc148,jbt8,46,40's,2,72
870,Fredrick Cyr,Male,loc179,jbt8,46,40's,3,101
871,Sara Strickland,Female,loc81,jbt8,26,20's,5,0
872,Clarence Biddle,Male,loc249,jbt8,48,40's,4,77
873,Angela Mobley,Female,loc236,jbt8,42,40's,3,64
874,Darlene Larkin,Female,loc215,jbt8,44,40's,7,145
875,Christopher Roberts,Male,loc232,jbt5,55,50's,3,105
876,Ethel Gonsalves,Female,loc232,jbt5,49,40's,2,79
877,Troy Fudge,Male,loc179,jbt8,44,40's,6,64
878,Nora Buckley,Female,loc235,jbt8,35,30's,1,0
879,Dwight Stoltzfus,Male,loc146,jbt8,35,30's,3,0
880,Brenda Russo,Female,loc1,jbt15,39,30's,2,30
881,Jonathan Brown,Male,loc236,jbt8,19,<20's,5,0
882,Michael Smith,Male,loc236,jbt8,53,50's,4,75
883,Russell Rivera,Male,loc198,jbt8,50,50's,4,63
884,James Pauley,Male,loc52,jbt8,52,50's,6,74
885,Sonya Thomason,Female,loc232,jbt5,38,30's,4,49
886,Virginia Garceau,Female,loc232,jbt5,40,40's,3,9
887,Eric Stringfellow,Male,loc45,jbt8,43,40's,4,64
888,John Williams,Male,loc148,jbt8,39,30's,3,42
889,Kelly Garcia,Female,loc232,jbt5,36,30's,4,59
890,Timothy Lambert,Male,loc46,jbt8,47,40's,2,78
891,Elizabeth Babich,Female,loc236,jbt8,33,30's,1,11
